file,line,name,kind,inv_done,address,classify_category,has_placeholder_name,verdict,canonical_name,evidence_summary,evidence_source
working/core/game.asm,213,run_game_main,proc,1,,,0,SUPPORTED,run_game_main,name-pattern: main entry: calls subroutines + returns/exits,name-pattern
working/core/game.asm,460,ref_font_grp,data,1,,,0,SUPPORTED,ref_font_grp,data-pattern: resource reference: db/dw or label-byte/word marker,data-pattern
working/core/game.asm,461,ref_mole,data,1,,,0,SUPPORTED,ref_mole,data-pattern: resource reference: db/dw or label-byte/word marker,data-pattern
working/core/game.asm,462,ref_itemp,data,1,,,0,SUPPORTED,ref_itemp,data-pattern: resource reference: db/dw or label-byte/word marker,data-pattern
working/core/game.asm,463,ref_select,data,1,,,0,SUPPORTED,ref_select,data-pattern: resource reference: db/dw or label-byte/word marker,data-pattern
working/core/game.asm,464,ref_magic,data,1,,,0,SUPPORTED,ref_magic,data-pattern: resource reference: db/dw or label-byte/word marker,data-pattern
working/core/game.asm,465,ref_sword,data,1,,,0,SUPPORTED,ref_sword,data-pattern: resource reference: db/dw or label-byte/word marker,data-pattern
working/core/game.asm,466,ref_fight,data,1,,,0,SUPPORTED,ref_fight,data-pattern: resource reference: db/dw or label-byte/word marker,data-pattern
working/core/game.asm,467,ref_town,data,1,,,0,SUPPORTED,ref_town,data-pattern: resource reference: db/dw or label-byte/word marker,data-pattern
working/core/game.asm,468,ref_opdemo,data,1,,,0,SUPPORTED,ref_opdemo,data-pattern: resource reference: db/dw or label-byte/word marker,data-pattern
working/core/game.asm,472,gfx_mode_tbl_ega_lbl,label word,1,,,0,SUPPORTED,gfx_mode_tbl_ega_lbl,"data-pattern: table/params/LUT: multi-element db/dw, label, or string content",data-pattern
working/core/game.asm,538,has_tracks,label word,1,,,0,SUPPORTED,has_tracks,data-pattern: flag/state byte: db 0 / 0FFh / equ / label,data-pattern
working/core/game.asm,533,load_music_tracks,proc,1,,,0,SUPPORTED,load_music_tracks,name-pattern: load/save/read/write: at least one memory op or loader call,name-pattern
working/core/game.asm,554,not_bg_music,label word,1,,,0,SUPPORTED,not_bg_music,data-pattern: flag/state/activity: label/colon/db/dw,data-pattern
working/core/game.asm,589,set_vga_palette,proc,1,,,0,SUPPORTED,set_vga_palette,name-pattern: set/clear/reset/zero: writes register/memory,name-pattern
working/core/game.asm,609,ega_palette_handler,label word,0,,,0,SUPPORTED,ega_palette_handler,data-pattern: code/flow label: label/colon/db/dw,data-pattern
working/core/game.asm,697,tga_palette_handler,label byte,0,,,0,SUPPORTED,tga_palette_handler,data-pattern: code/flow label: label/colon/db/dw,data-pattern
working/core/game.asm,700,hgc_palette_handler,label dword,0,,,0,SUPPORTED,hgc_palette_handler,data-pattern: code/flow label: label/colon/db/dw,data-pattern
working/core/game.asm,700,hgc_palette_handler,label word,0,,,0,SUPPORTED,hgc_palette_handler,data-pattern: code/flow label: label/colon/db/dw,data-pattern
working/core/zeliad.asm,133,run_zeliad_main,proc,1,,,0,SUPPORTED,run_zeliad_main,name-pattern: main entry: calls subroutines + returns/exits,name-pattern
working/core/zeliad.asm,523,flush_keyboard,proc,1,,,0,SUPPORTED,flush_keyboard,name-pattern: flush_: clear/drain buffer,name-pattern
working/core/zeliad.asm,543,read_config_line,proc,1,,,0,SUPPORTED,read_config_line,name-pattern: load/save/read/write: at least one memory op or loader call,name-pattern
working/core/zeliad.asm,591,parse_graphics_mode,proc,1,,,0,SUPPORTED,parse_graphics_mode,name-pattern: parse_: text/byte stream processing,name-pattern
working/core/zeliad.asm,650,mode_4char_table,data,1,,,0,SUPPORTED,mode_4char_table,"data-pattern: table/params/LUT: multi-element db/dw, label, or string content",data-pattern
working/core/zeliad.asm,652,mode_3char_table,data,1,,,0,SUPPORTED,mode_3char_table,"data-pattern: table/params/LUT: multi-element db/dw, label, or string content",data-pattern
working/core/zeliad.asm,663,parse_music_driver,proc,1,,,0,SUPPORTED,parse_music_driver,name-pattern: parse_: text/byte stream processing,name-pattern
working/core/zeliad.asm,688,str_mscmt_drv,data,1,,,0,SUPPORTED,str_mscmt_drv,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,694,parse_joystick_name,proc,1,,,0,SUPPORTED,parse_joystick_name,name-pattern: parse_: text/byte stream processing,name-pattern
working/core/zeliad.asm,714,parse_joystick_enable,proc,1,,,0,SUPPORTED,parse_joystick_enable,name-pattern: parse_: text/byte stream processing,name-pattern
working/core/zeliad.asm,737,str_yes,data,1,,,0,SUPPORTED,str_yes,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,738,str_no,data,1,,,0,SUPPORTED,str_no,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,754,find_colon_in_line,proc,1,,,0,SUPPORTED,find_colon_in_line,name-pattern: find/scan: scasb/cmp/loop,name-pattern
working/core/zeliad.asm,779,load_driver_file,proc,1,,,0,SUPPORTED,load_driver_file,name-pattern: load/save/read/write: at least one memory op or loader call,name-pattern
working/core/zeliad.asm,819,display_file_error,proc,1,,,0,SUPPORTED,display_file_error,name-pattern: display/disp: dispatch or screen op,name-pattern
working/core/zeliad.asm,882,set_video_mode,proc,1,,,0,SUPPORTED,set_video_mode,name-pattern: set/clear/reset/zero: writes register/memory,name-pattern
working/core/zeliad.asm,888,video_mode_table,data,1,,,0,SUPPORTED,video_mode_table,"data-pattern: table/params/LUT: multi-element db/dw, label, or string content",data-pattern
working/core/zeliad.asm,958,hgc_crt_params,data,1,,,0,SUPPORTED,hgc_crt_params,"data-pattern: table/params/LUT: multi-element db/dw, label, or string content",data-pattern
working/core/zeliad.asm,965,ctrl_c_handler,proc,1,,,0,SUPPORTED,ctrl_c_handler,name-pattern: handler/isr: must end with return (sanity),name-pattern
working/core/zeliad.asm,975,parse_command_line,proc,1,,,0,SUPPORTED,parse_command_line,name-pattern: line/row: row write + loop tail,name-pattern
working/core/zeliad.asm,1029,str_game_title,data,1,,,0,SUPPORTED,str_game_title,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1035,str_not_supported,data,1,,,0,SUPPORTED,str_not_supported,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1036,str_special_mode,data,1,,,0,SUPPORTED,str_special_mode,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1037,str_not_enough_mem,data,1,,,0,SUPPORTED,str_not_enough_mem,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1039,str_memory_error,data,1,,,0,SUPPORTED,str_memory_error,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1040,str_thank_you,data,1,,,0,SUPPORTED,str_thank_you,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1042,str_file_error,data,1,,,0,SUPPORTED,str_file_error,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1043,str_error_type,data,1,,,0,SUPPORTED,str_error_type,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1044,str_file_not_found,data,1,,,0,SUPPORTED,str_file_not_found,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1045,str_disk_error,data,1,,,0,SUPPORTED,str_disk_error,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1046,str_user_file_error,data,1,,,0,SUPPORTED,str_user_file_error,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1047,str_cfg_error,data,1,,,0,SUPPORTED,str_cfg_error,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1054,hex_digits_hi,data,1,,,0,SUPPORTED,hex_digits_hi,"data-pattern: table/params/LUT: multi-element db/dw, label, or string content",data-pattern
working/core/zeliad.asm,1055,hex_digits_lo,data,1,,,0,SUPPORTED,hex_digits_lo,"data-pattern: table/params/LUT: multi-element db/dw, label, or string content",data-pattern
working/core/zeliad.asm,1057,cfg_filename,data,1,,,0,SUPPORTED,cfg_filename,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1058,mtinit_filename,data,1,,,0,SUPPORTED,mtinit_filename,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1061,driver_offset_table,data,1,,,0,SUPPORTED,driver_offset_table,"data-pattern: table/params/LUT: multi-element db/dw, label, or string content",data-pattern
working/core/zeliad.asm,1101,cmdline_savefile,data,1,,,0,SUPPORTED,cmdline_savefile,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1104,music_driver_name,data,1,,,0,SUPPORTED,music_driver_name,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1107,joystick_driver_name,data,1,,,0,SUPPORTED,joystick_driver_name,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1110,game_entry_ofs,data,1,,,0,SUPPORTED,game_entry_ofs,data-pattern: pointer/offset/address: db/dw/dd,data-pattern
working/core/zeliad.asm,1111,game_entry_seg,data,1,,,0,SUPPORTED,game_entry_seg,data-pattern: segment/offset: db/dw/dd,data-pattern
working/core/zeliad.asm,1113,saved_int08_ofs,data,1,,,0,SUPPORTED,saved_int08_ofs,data-pattern: pointer/offset/address: db/dw/dd,data-pattern
working/core/zeliad.asm,1114,saved_int09_ofs,data,1,,,0,SUPPORTED,saved_int09_ofs,data-pattern: pointer/offset/address: db/dw/dd,data-pattern
working/core/zeliad.asm,1115,saved_int60_ofs,data,1,,,0,SUPPORTED,saved_int60_ofs,data-pattern: pointer/offset/address: db/dw/dd,data-pattern
working/core/zeliad.asm,1116,saved_int61_ofs,data,1,,,0,SUPPORTED,saved_int61_ofs,data-pattern: pointer/offset/address: db/dw/dd,data-pattern
working/core/zeliad.asm,1117,saved_int61_seg,data,1,,,0,SUPPORTED,saved_int61_seg,data-pattern: saved register: zero placeholder,data-pattern
working/core/zeliad.asm,1119,has_savefile,data,1,,,0,SUPPORTED,has_savefile,data-pattern: string/cmdline buffer: db quoted/zero-buf/multi-el,data-pattern
working/core/zeliad.asm,1120,saved_sp,data,1,,,0,SUPPORTED,saved_sp,data-pattern: saved register: zero placeholder,data-pattern
working/core/zeliad.asm,1121,saved_ss,data,1,,,0,SUPPORTED,saved_ss,data-pattern: saved register: zero placeholder,data-pattern
