file,line,name,kind,inv_done,address,classify_category,has_placeholder_name,verdict,canonical_name,evidence_summary,evidence_source
working/core/game.asm,213,game,proc,0,,,0,PENDING,,,
working/core/game.asm,460,ref_font_grp,data,0,,,0,PENDING,,,
working/core/game.asm,461,ref_mole,data,0,,,0,PENDING,,,
working/core/game.asm,462,ref_itemp,data,0,,,0,PENDING,,,
working/core/game.asm,463,ref_select,data,0,,,0,PENDING,,,
working/core/game.asm,464,ref_magic,data,0,,,0,PENDING,,,
working/core/game.asm,465,ref_sword,data,0,,,0,PENDING,,,
working/core/game.asm,466,ref_fight,data,0,,,0,PENDING,,,
working/core/game.asm,467,ref_town,data,0,,,0,PENDING,,,
working/core/game.asm,468,ref_opdemo,data,0,,,0,PENDING,,,
working/core/game.asm,472,gfx_mode_tbl_ega_lbl,label word,0,,,0,PENDING,,,
working/core/game.asm,488,gfx_mode_tbl_cga_lbl,label word,0,,,0,PENDING,,,
working/core/game.asm,504,gfx_mode_tbl_all_lbl,label word,0,,,0,PENDING,,,
working/core/game.asm,533,load_music_tracks,proc,0,,,0,PENDING,,,
working/core/game.asm,570,music_track_ref_tbl_lbl,label word,0,,,0,PENDING,,,
working/core/game.asm,589,set_vga_palette,proc,0,,,0,PENDING,,,
working/core/game.asm,599,palette_handler_jmp_tbl_lbl,label word,0,,,0,PENDING,,,
working/core/game.asm,685,palette_base_tbl_lbl,label byte,0,,,0,PENDING,,,
working/core/game.asm,703,game_init_fn_lbl,label dword,0,,,0,PENDING,,,
working/core/game.asm,707,save_mode_flag_lbl,label word,0,,,0,PENDING,,,
working/core/zeliad.asm,133,zeliad,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,523,flush_keyboard,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,543,read_config_line,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,591,parse_graphics_mode,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,650,mode_4char_table,data,0,,,0,PENDING,,,
working/core/zeliad.asm,652,mode_3char_table,data,0,,,0,PENDING,,,
working/core/zeliad.asm,663,parse_music_driver,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,688,str_mscmt_drv,data,0,,,0,PENDING,,,
working/core/zeliad.asm,694,parse_joystick_name,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,714,parse_joystick_enable,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,737,str_yes,data,0,,,0,PENDING,,,
working/core/zeliad.asm,738,str_no,data,0,,,0,PENDING,,,
working/core/zeliad.asm,754,find_colon_in_line,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,779,load_driver_file,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,819,display_file_error,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,882,set_video_mode,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,888,video_mode_table,data,0,,,0,PENDING,,,
working/core/zeliad.asm,958,hgc_crt_params,data,0,,,0,PENDING,,,
working/core/zeliad.asm,965,ctrl_c_handler,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,975,parse_command_line,proc,0,,,0,PENDING,,,
working/core/zeliad.asm,1029,str_game_title,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1035,str_not_supported,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1036,str_special_mode,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1037,str_not_enough_mem,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1039,str_memory_error,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1040,str_thank_you,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1042,str_file_error,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1043,str_error_type,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1044,str_file_not_found,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1045,str_disk_error,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1046,str_user_file_error,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1047,str_cfg_error,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1054,hex_digits_hi,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1055,hex_digits_lo,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1057,cfg_filename,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1058,mtinit_filename,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1061,driver_offset_table,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1101,cmdline_savefile,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1104,music_driver_name,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1107,joystick_driver_name,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1110,game_entry_ofs,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1111,game_entry_seg,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1113,saved_int08_ofs,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1114,saved_int09_ofs,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1115,saved_int60_ofs,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1116,saved_int61_ofs,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1117,saved_int61_seg,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1119,has_savefile,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1120,saved_sp,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1121,saved_ss,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1141,graphics_mode,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1142,mt32_enabled,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1149,joystick_enabled,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1150,cfg_line_length,data,0,,,0,PENDING,,,
working/core/zeliad.asm,1151,cfg_line_buffer,data,0,,,0,PENDING,,,
working/drivers/gmcga.asm,136,gmcga,proc,0,,,0,PENDING,,,
working/drivers/gmcga.asm,228,fill_horizontal_line,proc,0,,,0,PENDING,,,
working/drivers/gmcga.asm,252,clear_screen,proc,0,,,0,PENDING,,,
working/drivers/gmcga.asm,438,plot_pixel,proc,0,,,0,PENDING,,,
working/drivers/gmcga.asm,605,calc_text_width,proc,0,,,0,PENDING,,,
working/drivers/gmcga.asm,628,fill_vertical_line,proc,0,,,0,PENDING,,,
working/drivers/gmcga.asm,729,render_text_char,proc,0,,,0,PENDING,,,
working/drivers/gmcga.asm,869,init_timestamp,proc,0,,,0,PENDING,,,
